img1,img2,label
neutral\fahrettin_koca\000003.jpg,sunglasses\recep_tayip_erdogan_wearing_sunglasses\000004.jpg,0
neutral\kevin_bacon\000013.jpg,sunglasses\kevin_bacon_wearing_sunglasses\000003.jpg,1
neutral\tom_hardy\000004.jpg,sunglasses\tom_hardy_wearing_sunglasses\000012.jpg,1
neutral\sebastian_stan\000028.jpg,sunglasses\justin_trudeau_wearing_sunglasses\000005.jpg,0
neutral\jack_nicholson\000002.jpg,sunglasses\alexander_zverev_wearing_sunglasses\000002.jpg,0
neutral\nick_jonas\000004.jpg,sunglasses\nick_jonas_wearing_sunglasses\000014.jpg,1
neutral\harrison_ford\000004.jpg,masked\joshua_kimmich_wearing_mask\000003.jpg,0
neutral\josh_brolin\000004.jpg,sunglasses\josh_brolin_wearing_sunglasses\000001.jpg,1
neutral\jamie_lee_curtis\000028.jpg,sunglasses\jamie_lee_curtis_wearing_sunglasses\000014.jpg,1
neutral\manuel_neuer\000027.jpg,masked\manuel_neuer_wearing_mask\000002.jpg,1
neutral\patrick_leahy\000009.jpg,sunglasses\john_goodman_wearing_sunglasses\000005.jpg,0
neutral\steve_buscemi\000025.jpg,sunglasses\steve_buscemi_wearing_sunglasses\000006.jpg,1
neutral\chuck_schumer\000022.jpg,masked\chuck_schumer_wearing_mask\000022.jpg,1
neutral\simon_pegg\000059.jpg,sunglasses\russell_crowe_wearing_sunglasses\000003.jpg,0
neutral\arnold_schwarzenegger\000002.jpg,sunglasses\emilia_clarke_wearing_sunglasses\000003.jpg,0
neutral\kevin_costner\000008.jpg,sunglasses\karim_benzema_wearing_sunglasses\000002.jpg,0
neutral\nick_nolte\000001.jpg,masked\bernie_sanders_wearing_mask\000010.jpg,0
neutral\emilia_clarke\000016.jpg,sunglasses\michelle_pfeiffer_wearing_sunglasses\000009.jpg,0
neutral\nick_jonas\000003.jpg,sunglasses\bruce_willis_wearing_sunglasses\000001.jpg,0
neutral\antonio_banderas\000011.jpg,masked\simona_halep_wearing_mask\000002.jpg,0
neutral\fernando_alonso\000013.jpg,masked\recep_tayip_erdogan_wearing_mask\000004.jpg,0
neutral\neymar\000024.jpg,masked\neymar_wearing_mask\000002.jpg,1
neutral\kylian_mbappe\000012.jpg,masked\kylian_mbappe_wearing_mask\000003.jpg,1
neutral\ben_mendelsohn\000027.jpg,masked\naomi_osaka_wearing_mask\000021.jpg,0
neutral\immanuel_macron\000005.jpg,masked\immanuel_macron_wearing_mask\000028.jpg,1
neutral\robert_pattinson\000015.jpg,sunglasses\robert_pattinson_wearing_sunglasses\000021.jpg,1
neutral\al_pacino\000006.jpg,sunglasses\al_pacino_wearing_sunglasses\000001.jpg,1
neutral\michael_keaton\000002.jpg,sunglasses\michael_keaton_wearing_sunglasses\000012.jpg,1
neutral\colin_firth\000019.jpg,sunglasses\heath_ledger_wearing_sunglasses\000003.jpg,0
neutral\zlatan_ibrahimovic\000008.jpg,masked\zlatan_ibrahimovic_wearing_mask\000002.jpg,1
neutral\antonio_banderas\000006.jpg,sunglasses\ed_harris_wearing_sunglasses\000006.jpg,0
neutral\jeremy_renner\000045.jpg,masked\giannis_antetokounmpo_wearing_mask\000002.jpg,0
neutral\christopher_walken\000010.jpg,sunglasses\steve_buscemi_wearing_sunglasses\000007.jpg,0
neutral\charles_leclerc\000008.jpg,masked\bernie_sanders_wearing_mask\000003.jpg,0
neutral\kiki_bertens\000011.jpg,masked\dick_durbin_wearing_mask\000002.jpg,0
neutral\matt_damon\000022.jpg,sunglasses\james_mcavoy_wearing_sunglasses\000005.jpg,0
neutral\donald_trump\000030.jpg,masked\donald_trump_wearing_mask\000005.jpg,1
neutral\michelle_pfeiffer\000001.jpg,sunglasses\michelle_pfeiffer_wearing_sunglasses\000009.jpg,1
neutral\rami_malek\000014.jpg,sunglasses\mark_zuckerberg_wearing_sunglasses\000008.jpg,0
neutral\bernard_arnault\000022.jpg,sunglasses\virgil_van_dijk_wearing_sunglasses\000001.jpg,0
neutral\scarlett_johansson\000058.jpg,sunglasses\lance_stroll_wearing_sunglasses\000002.jpg,0
neutral\nicolas_cage\000016.jpg,sunglasses\naomi_scott_wearing_sunglasses\000003.jpg,0
neutral\dwayne_johnson\000001.jpg,sunglasses\dwayne_johnson_wearing_sunglasses\000024.jpg,1
neutral\bernie_sanders\000006.jpg,sunglasses\zlatan_ibrahimovic_wearing_sunglasses\000005.jpg,0
neutral\charles_leclerc\000027.jpg,sunglasses\charles_leclerc_wearing_sunglasses\000024.jpg,1
neutral\bernard_arnault\000001.jpg,masked\bernard_arnault_wearing_mask\000002.jpg,1
neutral\bill_gates\000010.jpg,masked\bill_gates_wearing_mask\000001.jpg,1
neutral\dick_durbin\000007.jpg,sunglasses\idris_elba_wearing_sunglasses\000006.jpg,0
neutral\andrey_rublev\000019.jpg,masked\andrey_rublev_wearing_mask\000002.jpg,1
neutral\george_clooney\000005.jpg,sunglasses\scarlett_johansson_wearing_sunglasses\000038.jpg,0
neutral\nicolas_cage\000009.jpg,sunglasses\ed_harris_wearing_sunglasses\000004.jpg,0
neutral\recep_tayip_erdogan\000004.jpg,sunglasses\joshua_kimmich_wearing_sunglasses\000001.jpg,0
neutral\guiseppe_marotta\000002.jpg,sunglasses\guiseppe_marotta_wearing_sunglasses\000010.jpg,1
neutral\pom_klementieff\000045.jpg,masked\joe_biden_wearing_mask\000021.jpg,0
neutral\chuck_schumer\000010.jpg,masked\chuck_schumer_wearing_mask\000011.jpg,1
neutral\ben_mendelsohn\000040.jpg,sunglasses\ben_mendelsohn_wearing_sunglasses\000016.jpg,1
neutral\bill_gates\000001.jpg,masked\jimmy_butler_wearing_mask\000001.jpg,0
neutral\patrick_wilson\000039.jpg,sunglasses\james_mcavoy_wearing_sunglasses\000005.jpg,0
neutral\emily_blunt\000027.jpg,sunglasses\carlos_sainz_wearing_sunglasses\000003.jpg,0
neutral\karen_gillan\000012.jpg,masked\diego_schwartzman_wearing_mask\000003.jpg,0
neutral\evangeline_lilly\000047.jpg,masked\fernando_alonso_wearing_mask\000002.jpg,0
neutral\t_j_miller\000012.jpg,sunglasses\lionel_messi_wearing_sunglasses\000004.jpg,0
neutral\steve_buscemi\000015.jpg,sunglasses\samuel_l._jackson_wearing_sunglasses\000004.jpg,0
neutral\dick_durbin\000006.jpg,masked\diego_schwartzman_wearing_mask\000001.jpg,0
neutral\naomi_osaka\000018.jpg,masked\naomi_osaka_wearing_mask\000042.jpg,1
neutral\michelle_williams\000006.jpg,masked\daniil_medvedev_wearing_mask\000002.jpg,0
neutral\virgil_van_dijk\000017.jpg,sunglasses\virgil_van_dijk_wearing_sunglasses\000005.jpg,1
neutral\woody_harrelson\000010.jpg,sunglasses\leonardo_dicaprio_wearing_sunglasses\000006.jpg,0
neutral\bill_gates\000019.jpg,masked\bill_gates_wearing_mask\000001.jpg,1
neutral\emily_blunt\000021.jpg,sunglasses\emily_blunt_wearing_sunglasses\000014.jpg,1
neutral\anthony_mackie\000003.jpg,sunglasses\anthony_mackie_wearing_sunglasses\000003.jpg,1
neutral\ed_harris\000001.jpg,masked\serena_williams_wearing_mask\000003.jpg,0
neutral\antonio_banderas\000005.jpg,sunglasses\antonio_banderas_wearing_sunglasses\000005.jpg,1
neutral\dominic_thiem\000001.jpg,masked\dominic_thiem_wearing_mask\000001.jpg,1
neutral\vin_diesel\000022.jpg,masked\virgil_van_dijk_wearing_mask\000001.jpg,0
neutral\steve_buscemi\000019.jpg,masked\manuel_neuer_wearing_mask\000002.jpg,0
neutral\mahershala_ali\000001.jpg,sunglasses\christopher_walken_wearing_sunglasses\000006.jpg,0
neutral\lewis_hamilton\000012.jpg,masked\esteban_ocon_wearing_mask\000001.jpg,0
neutral\ilhan_omar\000033.jpg,sunglasses\steve_buscemi_wearing_sunglasses\000003.jpg,0
neutral\anne_hathaway\000009.jpg,masked\immanuel_macron_wearing_mask\000025.jpg,0
neutral\jack_black\000012.jpg,masked\patrick_leahy_wearing_mask\000008.jpg,0
neutral\roger_federer\000001.jpg,sunglasses\roger_federer_wearing_sunglasses\000004.jpg,1
neutral\patty_murray\000024.jpg,masked\mohamed_salah_wearing_mask\000002.jpg,0
neutral\yuki_tsunoda\000006.jpg,sunglasses\mark_zuckerberg_wearing_sunglasses\000006.jpg,0
neutral\christopher_walken\000009.jpg,sunglasses\willem_dafoe_wearing_sunglasses\000008.jpg,0
neutral\edward_norton\000021.jpg,sunglasses\edward_norton_wearing_sunglasses\000002.jpg,1
neutral\hasan_salihamidzic\000004.jpg,sunglasses\emilia_clarke_wearing_sunglasses\000023.jpg,0
neutral\iga_swiatek\000005.jpg,masked\elizabeth_warren_wearing_mask\000002.jpg,0
neutral\alexander_zverev\000015.jpg,masked\alexander_zverev_wearing_mask\000001.jpg,1
neutral\daniel_ricciardo\000007.jpg,sunglasses\lewis_hamilton_wearing_sunglasses\000001.jpg,0
neutral\t_j_miller\000022.jpg,masked\mark_zuckerberg_wearing_mask\000001.jpg,0
neutral\amber_heard\000018.jpg,sunglasses\amber_heard_wearing_sunglasses\000004.jpg,1
neutral\jimmy_butler\000005.jpg,sunglasses\jimmy_butler_wearing_sunglasses\000002.jpg,1
neutral\mark_zuckerberg\000012.jpg,sunglasses\denzel_washington_wearing_sunglasses\000007.jpg,0
neutral\morgan_freeman\000007.jpg,masked\jimmy_butler_wearing_mask\000002.jpg,0
neutral\leonardo_dicaprio\000027.jpg,sunglasses\leonardo_dicaprio_wearing_sunglasses\000024.jpg,1
neutral\denzel_washington\000005.jpg,sunglasses\jennifer_lawrence_wearing_sunglasses\000042.jpg,0
neutral\lionel_messi\000007.jpg,sunglasses\emily_blunt_wearing_sunglasses\000007.jpg,0
neutral\karen_gillan\000008.jpg,sunglasses\karen_gillan_wearing_sunglasses\000013.jpg,1
neutral\immanuel_macron\000009.jpg,sunglasses\immanuel_macron_wearing_sunglasses\000002.jpg,1
neutral\nicolas_cage\000011.jpg,sunglasses\nicolas_cage_wearing_sunglasses\000004.jpg,1
neutral\al_pacino\000012.jpg,sunglasses\al_pacino_wearing_sunglasses\000006.jpg,1
neutral\rami_malek\000004.jpg,masked\amy_klobuchar_wearing_mask\000005.jpg,0
neutral\elizabeth_warren\000012.jpg,sunglasses\tom_hanks_wearing_sunglasses\000012.jpg,0
neutral\immanuel_macron\000018.jpg,sunglasses\immanuel_macron_wearing_sunglasses\000002.jpg,1
neutral\immanuel_macron\000018.jpg,masked\immanuel_macron_wearing_mask\000012.jpg,1
neutral\james_mcavoy\000007.jpg,masked\joshua_kimmich_wearing_mask\000005.jpg,0
neutral\amber_heard\000017.jpg,masked\lance_stroll_wearing_mask\000003.jpg,0
neutral\elizabeth_olsen\000069.jpg,sunglasses\elizabeth_olsen_wearing_sunglasses\000020.jpg,1
neutral\elizabeth_olsen\000065.jpg,sunglasses\bruce_willis_wearing_sunglasses\000005.jpg,0
neutral\evangeline_lilly\000022.jpg,sunglasses\michael_keaton_wearing_sunglasses\000008.jpg,0
neutral\ed_skrein\000021.jpg,masked\giannis_antetokounmpo_wearing_mask\000001.jpg,0
neutral\naomi_osaka\000027.jpg,sunglasses\idris_elba_wearing_sunglasses\000008.jpg,0
neutral\nick_nolte\000005.jpg,sunglasses\nick_nolte_wearing_sunglasses\000006.jpg,1
neutral\harrison_ford\000018.jpg,sunglasses\roger_federer_wearing_sunglasses\000004.jpg,0
neutral\val_kilmer\000004.jpg,sunglasses\val_kilmer_wearing_sunglasses\000001.jpg,1
neutral\ilhan_omar\000010.jpg,sunglasses\lewis_hamilton_wearing_sunglasses\000005.jpg,0
neutral\fahrettin_koca\000008.jpg,masked\fahrettin_koca_wearing_mask\000001.jpg,1
neutral\paul_rudd\000052.jpg,masked\elon_musk_wearing_mask\000002.jpg,0
neutral\stefanos_tsitsipas\000023.jpg,sunglasses\stefanos_tsitsipas_wearing_sunglasses\000001.jpg,1
neutral\iga_swiatek\000008.jpg,masked\iga_swiatek_wearing_mask\000001.jpg,1
neutral\bill_gates\000006.jpg,masked\daniil_medvedev_wearing_mask\000002.jpg,0
neutral\amber_heard\000018.jpg,sunglasses\benedict_cumberbatch_wearing_sunglasses\000002.jpg,0
neutral\kevin_spacey\000010.jpg,sunglasses\kevin_spacey_wearing_sunglasses\000023.jpg,1
neutral\elizabeth_warren\000014.jpg,masked\elizabeth_warren_wearing_mask\000001.jpg,1
neutral\manuel_neuer\000022.jpg,masked\manuel_neuer_wearing_mask\000001.jpg,1
neutral\immanuel_macron\000017.jpg,masked\debbie_stabenow_wearing_mask\000005.jpg,0
neutral\joe_manchin\000007.jpg,masked\joe_manchin_wearing_mask\000001.jpg,1
neutral\gary_peters\000021.jpg,sunglasses\gary_peters_wearing_sunglasses\000001.jpg,1
neutral\don_cheadle\000024.jpg,masked\dick_durbin_wearing_mask\000002.jpg,0
neutral\bruno_fernandes\000021.jpg,sunglasses\carlos_sainz_wearing_sunglasses\000007.jpg,0
neutral\guiseppe_marotta\000002.jpg,sunglasses\willem_dafoe_wearing_sunglasses\000006.jpg,0
neutral\james_mcavoy\000036.jpg,masked\kamala_haris_wearing_mask\000019.jpg,0
neutral\dick_durbin\000016.jpg,sunglasses\mark_zuckerberg_wearing_sunglasses\000009.jpg,0
neutral\mark_hamill\000006.jpg,sunglasses\jared_leto_wearing_sunglasses\000006.jpg,0
neutral\james_harden\000002.jpg,masked\james_harden_wearing_mask\000002.jpg,1
neutral\kevin_costner\000001.jpg,sunglasses\kevin_costner_wearing_sunglasses\000011.jpg,1
neutral\sebastian_vettel\000002.jpg,masked\elizabeth_warren_wearing_mask\000001.jpg,0
neutral\karim_benzema\000007.jpg,sunglasses\karim_benzema_wearing_sunglasses\000011.jpg,1
neutral\al_pacino\000009.jpg,masked\dominic_thiem_wearing_mask\000001.jpg,0
neutral\nicolas_cage\000013.jpg,sunglasses\nicolas_cage_wearing_sunglasses\000003.jpg,1
neutral\mark_hamill\000014.jpg,sunglasses\mark_hamill_wearing_sunglasses\000005.jpg,1
neutral\justin_trudeau\000031.jpg,sunglasses\john_boyega_wearing_sunglasses\000001.jpg,0
neutral\kamala_haris\000031.jpg,sunglasses\david_alaba_wearing_sunglasses\000001.jpg,0
neutral\carlos_sainz\000008.jpg,sunglasses\carlos_sainz_wearing_sunglasses\000005.jpg,1
neutral\mohamed_salah\000028.jpg,masked\mohamed_salah_wearing_mask\000002.jpg,1
neutral\nicole_kidman\000026.jpg,masked\patty_murray_wearing_mask\000005.jpg,0
neutral\jamie_lee_curtis\000026.jpg,masked\daniel_ricciardo_wearing_mask\000004.jpg,0
neutral\evangeline_lilly\000029.jpg,sunglasses\evangeline_lilly_wearing_sunglasses\000014.jpg,1
neutral\zendaya\000017.jpg,sunglasses\zendaya_wearing_sunglasses\000005.jpg,1
neutral\zlatan_ibrahimovic\000019.jpg,sunglasses\chris_hemsworth_wearing_sunglasses\000041.jpg,0
neutral\fernando_alonso\000007.jpg,masked\dominic_thiem_wearing_mask\000001.jpg,0
neutral\elon_musk\000032.jpg,masked\bernard_arnault_wearing_mask\000002.jpg,0
neutral\virgil_van_dijk\000015.jpg,masked\virgil_van_dijk_wearing_mask\000001.jpg,1
neutral\rami_malek\000006.jpg,sunglasses\rami_malek_wearing_sunglasses\000013.jpg,1
neutral\brie_larson\000028.jpg,sunglasses\brie_larson_wearing_sunglasses\000002.jpg,1
neutral\patrick_wilson\000054.jpg,sunglasses\sebastian_vettel_wearing_sunglasses\000012.jpg,0
neutral\kylian_mbappe\000003.jpg,masked\kylian_mbappe_wearing_mask\000002.jpg,1
neutral\adrien_brody\000008.jpg,masked\joe_biden_wearing_mask\000013.jpg,0
neutral\elizabeth_olsen\000033.jpg,masked\guiseppe_marotta_wearing_mask\000001.jpg,0
neutral\mohamed_salah\000007.jpg,masked\mohamed_salah_wearing_mask\000003.jpg,1
neutral\denzel_washington\000001.jpg,sunglasses\denzel_washington_wearing_sunglasses\000001.jpg,1
neutral\jared_leto\000010.jpg,sunglasses\elon_musk_wearing_sunglasses\000005.jpg,0
neutral\tom_hiddleston\000030.jpg,sunglasses\gwyneth_paltrow_wearing_sunglasses\000021.jpg,0
neutral\diego_schwartzman\000021.jpg,masked\diego_schwartzman_wearing_mask\000003.jpg,1
neutral\alexander_zverev\000012.jpg,masked\alexander_zverev_wearing_mask\000002.jpg,1
neutral\leonardo_dicaprio\000004.jpg,sunglasses\leonardo_dicaprio_wearing_sunglasses\000023.jpg,1
neutral\michelle_pfeiffer\000011.jpg,sunglasses\james_harden_wearing_sunglasses\000013.jpg,0
neutral\zlatan_ibrahimovic\000016.jpg,sunglasses\zlatan_ibrahimovic_wearing_sunglasses\000010.jpg,1
neutral\mel_gibson\000014.jpg,sunglasses\jared_leto_wearing_sunglasses\000008.jpg,0
neutral\steve_buscemi\000026.jpg,masked\gary_peters_wearing_mask\000006.jpg,0
neutral\chuck_schumer\000013.jpg,masked\chuck_schumer_wearing_mask\000017.jpg,1
neutral\nicolas_cage\000004.jpg,masked\mark_zuckerberg_wearing_mask\000001.jpg,0
neutral\samuel_l._jackson\000032.jpg,masked\donald_trump_wearing_mask\000004.jpg,0
neutral\nick_nolte\000009.jpg,sunglasses\nick_nolte_wearing_sunglasses\000005.jpg,1
neutral\mohamed_salah\000019.jpg,masked\mohamed_salah_wearing_mask\000003.jpg,1
neutral\debbie_stabenow\000029.jpg,sunglasses\michael_keaton_wearing_sunglasses\000001.jpg,0
neutral\jared_leto\000010.jpg,sunglasses\jack_black_wearing_sunglasses\000002.jpg,0
neutral\patrick_wilson\000050.jpg,masked\novak_djokovic_wearing_mask\000001.jpg,0
neutral\george_russell\000011.jpg,sunglasses\george_russell_wearing_sunglasses\000013.jpg,1
neutral\naomi_scott\000038.jpg,sunglasses\gwyneth_paltrow_wearing_sunglasses\000011.jpg,0
neutral\joaquin_phoenix\000007.jpg,sunglasses\joaquin_phoenix_wearing_sunglasses\000007.jpg,1
neutral\willem_dafoe\000014.jpg,sunglasses\willem_dafoe_wearing_sunglasses\000009.jpg,1
neutral\scarlett_johansson\000031.jpg,masked\immanuel_macron_wearing_mask\000020.jpg,0
neutral\jayson_tatum\000019.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,1
neutral\keanu_reeves\000029.jpg,sunglasses\keanu_reeves_wearing_sunglasses\000005.jpg,1
neutral\kamala_haris\000006.jpg,masked\kamala_haris_wearing_mask\000021.jpg,1
neutral\scarlett_johansson\000015.jpg,masked\daniil_medvedev_wearing_mask\000002.jpg,0
neutral\margot_robbie\000058.jpg,masked\alexander_zverev_wearing_mask\000002.jpg,0
neutral\bruno_fernandes\000021.jpg,masked\bruno_fernandes_wearing_mask\000001.jpg,1
neutral\nick_jonas\000005.jpg,sunglasses\nick_jonas_wearing_sunglasses\000014.jpg,1
neutral\john_goodman\000021.jpg,sunglasses\michael_douglas_wearing_sunglasses\000008.jpg,0
neutral\tom_hardy\000004.jpg,sunglasses\robin_williams_wearing_sunglasses\000001.jpg,0
neutral\jack_black\000050.jpg,sunglasses\jimmy_butler_wearing_sunglasses\000005.jpg,0
neutral\mark_warner\000014.jpg,sunglasses\brie_larson_wearing_sunglasses\000027.jpg,0
neutral\meryl_streep\000053.jpg,masked\debbie_stabenow_wearing_mask\000005.jpg,0
neutral\rafael_nadal\000005.jpg,sunglasses\rafael_nadal_wearing_sunglasses\000002.jpg,1
neutral\johnny_depp\000002.jpg,masked\amy_klobuchar_wearing_mask\000001.jpg,0
neutral\pom_klementieff\000001.jpg,masked\jimmy_butler_wearing_mask\000001.jpg,0
neutral\ed_harris\000003.jpg,sunglasses\sebastian_vettel_wearing_sunglasses\000007.jpg,0
neutral\patrick_leahy\000014.jpg,masked\patrick_leahy_wearing_mask\000003.jpg,1
neutral\pom_klementieff\000031.jpg,sunglasses\novak_djokovic_wearing_sunglasses\000002.jpg,0
neutral\pom_klementieff\000025.jpg,sunglasses\james_mcavoy_wearing_sunglasses\000016.jpg,0
neutral\gwyneth_paltrow\000060.jpg,sunglasses\gwyneth_paltrow_wearing_sunglasses\000028.jpg,1
neutral\sebastian_vettel\000006.jpg,masked\sebastian_vettel_wearing_mask\000006.jpg,1
neutral\patty_murray\000029.jpg,masked\patty_murray_wearing_mask\000002.jpg,1
neutral\virgil_van_dijk\000021.jpg,masked\virgil_van_dijk_wearing_mask\000001.jpg,1
neutral\iga_swiatek\000009.jpg,masked\iga_swiatek_wearing_mask\000001.jpg,1
neutral\joe_manchin\000019.jpg,masked\joe_manchin_wearing_mask\000007.jpg,1
neutral\george_clooney\000003.jpg,masked\mark_zuckerberg_wearing_mask\000001.jpg,0
neutral\mark_zuckerberg\000004.jpg,masked\mark_zuckerberg_wearing_mask\000001.jpg,1
neutral\alexander_zverev\000007.jpg,sunglasses\brad_pitt_wearing_sunglasses\000039.jpg,0
neutral\robin_williams\000001.jpg,sunglasses\emilia_clarke_wearing_sunglasses\000021.jpg,0
neutral\justin_theroux\000012.jpg,sunglasses\justin_theroux_wearing_sunglasses\000009.jpg,1
neutral\andrey_rublev\000003.jpg,sunglasses\dwayne_johnson_wearing_sunglasses\000059.jpg,0
neutral\ed_harris\000005.jpg,sunglasses\ed_harris_wearing_sunglasses\000001.jpg,1
neutral\nicolas_cage\000004.jpg,masked\elizabeth_warren_wearing_mask\000002.jpg,0
neutral\liam_neeson\000020.jpg,sunglasses\liam_neeson_wearing_sunglasses\000023.jpg,1
neutral\dave_bautista\000041.jpg,masked\lebron_james_wearing_mask\000004.jpg,0
neutral\michael_b_jordan\000056.jpg,masked\thomas_muller_wearing_mask\000006.jpg,0
neutral\t_j_miller\000024.jpg,sunglasses\t_j_miller_wearing_sunglasses\000004.jpg,1
neutral\joshua_kimmich\000017.jpg,masked\david_alaba_wearing_mask\000001.jpg,0
neutral\alexander_zverev\000017.jpg,sunglasses\alexander_zverev_wearing_sunglasses\000001.jpg,1
neutral\carlos_sainz\000008.jpg,masked\carlos_sainz_wearing_mask\000001.jpg,1
neutral\hasan_salihamidzic\000012.jpg,masked\petra_kvitova_wearing_mask\000008.jpg,0
neutral\chuck_schumer\000015.jpg,masked\neymar_wearing_mask\000005.jpg,0
neutral\bernie_sanders\000003.jpg,masked\elon_musk_wearing_mask\000002.jpg,0
neutral\jennifer_lawrence\000031.jpg,masked\petra_kvitova_wearing_mask\000001.jpg,0
neutral\bruce_willis\000002.jpg,sunglasses\woody_harrelson_wearing_sunglasses\000011.jpg,0
neutral\serena_williams\000015.jpg,masked\serena_williams_wearing_mask\000002.jpg,1
neutral\giannis_antetokounmpo\000014.jpg,sunglasses\giannis_antetokounmpo_wearing_sunglasses\000005.jpg,1
neutral\gary_peters\000020.jpg,sunglasses\gary_peters_wearing_sunglasses\000002.jpg,1
neutral\alexander_zverev\000006.jpg,sunglasses\alexander_zverev_wearing_sunglasses\000002.jpg,1
neutral\zlatan_ibrahimovic\000011.jpg,masked\jimmy_butler_wearing_mask\000001.jpg,0
neutral\guiseppe_marotta\000002.jpg,masked\guiseppe_marotta_wearing_mask\000001.jpg,1
neutral\robin_williams\000013.jpg,sunglasses\paul_bettany_wearing_sunglasses\000035.jpg,0
neutral\russell_crowe\000007.jpg,sunglasses\dave_bautista_wearing_sunglasses\000015.jpg,0
neutral\zendaya\000015.jpg,sunglasses\jeff_bridges_wearing_sunglasses\000007.jpg,0
neutral\virgil_van_dijk\000022.jpg,sunglasses\virgil_van_dijk_wearing_sunglasses\000005.jpg,1
neutral\kevin_spacey\000026.jpg,sunglasses\rami_malek_wearing_sunglasses\000001.jpg,0
neutral\thomas_muller\000003.jpg,masked\carlos_sainz_wearing_mask\000001.jpg,0
neutral\arnold_schwarzenegger\000010.jpg,sunglasses\nick_jonas_wearing_sunglasses\000009.jpg,0
neutral\brad_pitt\000032.jpg,sunglasses\brad_pitt_wearing_sunglasses\000003.jpg,1
neutral\elizabeth_warren\000001.jpg,sunglasses\elizabeth_warren_wearing_sunglasses\000003.jpg,1
neutral\ed_harris\000007.jpg,sunglasses\roger_federer_wearing_sunglasses\000003.jpg,0
neutral\charles_leclerc\000004.jpg,masked\charles_leclerc_wearing_mask\000001.jpg,1
neutral\yuki_tsunoda\000011.jpg,masked\yuki_tsunoda_wearing_mask\000001.jpg,1
neutral\ben_mendelsohn\000013.jpg,sunglasses\jimmy_butler_wearing_sunglasses\000003.jpg,0
neutral\jeremy_renner\000042.jpg,sunglasses\david_alaba_wearing_sunglasses\000003.jpg,0
neutral\daniel_ricciardo\000027.jpg,sunglasses\sebastian_vettel_wearing_sunglasses\000001.jpg,0
neutral\mohamed_salah\000027.jpg,sunglasses\mohamed_salah_wearing_sunglasses\000002.jpg,1
neutral\dominic_thiem\000001.jpg,sunglasses\david_alaba_wearing_sunglasses\000008.jpg,0
neutral\anne_hathaway\000029.jpg,masked\alexander_zverev_wearing_mask\000002.jpg,0
neutral\carlos_sainz\000030.jpg,masked\fernando_alonso_wearing_mask\000001.jpg,0
neutral\russell_crowe\000006.jpg,masked\justin_trudeau_wearing_mask\000008.jpg,0
neutral\cory_booker\000012.jpg,masked\cory_booker_wearing_mask\000002.jpg,1
neutral\john_travolta\000003.jpg,sunglasses\john_travolta_wearing_sunglasses\000001.jpg,1
neutral\lewis_hamilton\000011.jpg,masked\lewis_hamilton_wearing_mask\000001.jpg,1
neutral\meryl_streep\000019.jpg,sunglasses\meryl_streep_wearing_sunglasses\000003.jpg,1
neutral\benedict_cumberbatch\000014.jpg,sunglasses\mel_gibson_wearing_sunglasses\000002.jpg,0
neutral\john_ratzenberger\000010.jpg,sunglasses\john_ratzenberger_wearing_sunglasses\000012.jpg,1
neutral\bill_gates\000008.jpg,masked\fernando_alonso_wearing_mask\000001.jpg,0
neutral\amy_klobuchar\000002.jpg,masked\amy_klobuchar_wearing_mask\000004.jpg,1
neutral\rafael_nadal\000017.jpg,sunglasses\colin_firth_wearing_sunglasses\000003.jpg,0
neutral\elon_musk\000012.jpg,masked\elon_musk_wearing_mask\000005.jpg,1
neutral\mohamed_salah\000022.jpg,sunglasses\mohamed_salah_wearing_sunglasses\000003.jpg,1
neutral\james_mcavoy\000003.jpg,masked\joe_biden_wearing_mask\000023.jpg,0
neutral\liam_neeson\000021.jpg,masked\nikita_mazepin_wearing_mask\000003.jpg,0
neutral\jake_gyllenhaal\000019.jpg,masked\petra_kvitova_wearing_mask\000002.jpg,0
neutral\kevin_bacon\000010.jpg,sunglasses\kevin_bacon_wearing_sunglasses\000005.jpg,1
neutral\manuel_neuer\000011.jpg,sunglasses\manuel_neuer_wearing_sunglasses\000002.jpg,1
neutral\cory_booker\000010.jpg,masked\cory_booker_wearing_mask\000001.jpg,1
neutral\lance_stroll\000008.jpg,masked\lance_stroll_wearing_mask\000005.jpg,1
neutral\chuck_schumer\000003.jpg,sunglasses\chuck_schumer_wearing_sunglasses\000002.jpg,1
neutral\bruce_willis\000009.jpg,sunglasses\guiseppe_marotta_wearing_sunglasses\000010.jpg,0
neutral\dominic_thiem\000001.jpg,masked\dominic_thiem_wearing_mask\000001.jpg,1
neutral\amber_heard\000006.jpg,sunglasses\gwyneth_paltrow_wearing_sunglasses\000019.jpg,0
neutral\bernie_sanders\000006.jpg,masked\bernie_sanders_wearing_mask\000005.jpg,1
neutral\giannis_antetokounmpo\000009.jpg,sunglasses\lebron_james_wearing_sunglasses\000007.jpg,0
neutral\johnny_depp\000001.jpg,masked\nikita_mazepin_wearing_mask\000002.jpg,0
neutral\jared_leto\000004.jpg,sunglasses\jared_leto_wearing_sunglasses\000004.jpg,1
neutral\robert_downey_jr\000047.jpg,sunglasses\robert_downey_jr_wearing_sunglasses\000016.jpg,1
neutral\kylian_mbappe\000001.jpg,sunglasses\justin_theroux_wearing_sunglasses\000015.jpg,0
neutral\robin_williams\000011.jpg,masked\diego_schwartzman_wearing_mask\000003.jpg,0
